ISP_Name,Time,Text,Source
sprectranet,2019-10-09 21:14:49,Is there a reason for the really really bad service tonight? @Spectranet_NG,Twitter for iPhone
sprectranet,2019-05-18 10:38:56,@yoruba_dev @Spectranet_NG NTel ? 🤔,Twitter for Android
tizeti,2020-01-21 18:36:54+00:00,"@tizeti my internet has not worked since afternoon, what’s the problem?",Twitter for iPhone
sprectranet,2020-09-27 10:32:19+00:00,"Tried giving spectranet a last chance yesterday, put their sim in my Mifi and the network was red, lmao. I just tossed it in the bin sharply. Jokers  @Spectranet_NG",Twitter for iPhone
sprectranet,2019-09-29 19:47:07,Is it only me or Spectranet network isn’t loading Instagram cuz I don’t get it,Twitter for iPhone
sprectranet,2020-04-03 12:59:55+00:00,@Omo_West12 @Spectranet_NG @Spectranet_NG the people want give away oooo,Twitter for Android
sprectranet,2020-06-26 16:19:21+00:00,"@DrJoeAbah @Spectranet_NG Haba welcome Sir, when you say you will maintain silence there is no going back. Thank God, our “conscience” has returned 😬😬🤣🤣🤣🤣🤣🤣",Twitter for iPad
tizeti,2019-12-07 22:02:21+00:00,Airtel and Tizeti have failed me #AJRuiz2 #AnthonyJoshua,Twitter for Android
sprectranet,2019-04-15 22:09:55,@LadiSpeaks @SmileComsNG Smile na fraud naa....try swift or spectranet,Twitter for Android
sprectranet,2020-04-03 10:38:46+00:00,@Bodii06 @OgbeniDipo Why not get spectranet if it’s accessible in your area,Twitter for iPhone
sprectranet,2020-05-14 13:09:05+00:00,@officialbambam4 @Spectranet_NG Yes boss. Airtel is looking very good tho. Just that it's a bit more expensive though they have unlimited plans. I'll try Ntel and stick with anyone that works best.,Twitter for Android
sprectranet,2020-04-24 22:42:14+00:00,Spectranet or smile ? Which is better,Twitter for iPhone
sprectranet,2019-01-05 17:37:37,Left spectranet at home fml,Twitter for iPhone
sprectranet,2020-10-16 13:48:35+00:00,"Spectranet data management tips always make me laugh
With 25kb/s?
The speed is my data manager 😂",Twitter for Android
sprectranet,2019-12-27 06:22:36,@Spectranet_NG Open your DM,Twitter for iPhone
sprectranet,2019-09-10 13:12:34,"@LexxyDee @Spectranet_NG @GlobacomNigeria That's the saddest thing. Are they not supposed to know that their service has degraded, yet no apologies and when I complain, their response is sloppy. SWIFT would extend my expiry just for few hours downtime.",Twitter for Android
sprectranet,2019-07-01 18:51:19,@Adeorgomez @Clan_Clueless 4G... Now this is 3G.. Bro throw your Spectranet away 😂😂😂 https://t.co/sFnXPCQQ8z,Twitter for Android
tizeti,2019-09-26 16:49:15+00:00,@ichtrojan It looks like https://t.co/sAjnzNCg7r na the way,Twitter for iPhone
sprectranet,2020-09-01 21:23:18+00:00,@shawttynatt Even Glo and Airtel. If not for Spectranet that is doing the rescue.,Twitter for Android
tizeti,2019-04-28 17:54:10+00:00,@iKayodele NTel and Tizeti do not have caps. Their service is just not that great,Twitter for iPhone
sprectranet,2020-05-18 13:45:42+00:00,Spectranet is just trash.,Twitter for iPhone
tizeti,2019-11-28 14:25:34+00:00,@sky_jfk @ntelng @tizeti Are there network cables or it’s all WiFi?,Twitter for iPhone
tizeti,2020-01-10 07:30:51+00:00,"@Sir_Jabulani @tizeti Bia jabulani, which other ISP can I switch to?

Any suggestions?",Twitter for Android
tizeti,2019-10-30 20:29:32+00:00,Someone should remind me not to renew my @tizeti subscription. This abuse is too much.,Twitter for Android
sprectranet,2020-06-07 12:24:53+00:00,"Its either my Spectranet becomes extremely fast after a rainfall or extremely slow

A good time.",Twitter for iPhone
tizeti,2020-06-03 22:47:08+00:00,Cant even get internet to do my work 🤡🤡🤡🤡👿 @tizeti,Twitter for Android
sprectranet,2020-01-31 23:42:14+00:00,@Spectranet_NG @deandiran,Twitter for iPhone
sprectranet,2019-03-25 19:18:05,@DigitalTrends @Spectranet_NG how far? are we going to get this in Nigeria?,Twitter for Android
tizeti,2020-04-21 21:12:32+00:00,@McOsiofwar @tizeti @NetflixNaija Thanks for the heads up!!!,Twitter for Android
sprectranet,2020-03-28 07:37:59+00:00,@Spectranet_NG @omeenwa Please Check yours. Nothing in my DM from you.,Twitter for Android
sprectranet,2020-10-01 10:20:09+00:00,"Looking at my payslip and seeing how much my employer pays for my tax really get to me, like I don't benefit this amount you're paying.
This amount with 2k addition could make a sub on @Spectranet_NG for a month
I'm been abused and maltreated by this country to be paying such tax",Twitter for Android
sprectranet,2019-03-12 10:16:47,@Syl_space Smile and spectranet are almost everywhere In lagos now,Twitter for iPhone
tizeti,2019-08-13 07:24:50+00:00,@tizeti please stop selling what doesn’t work,Twitter for iPhone
sprectranet,2020-09-11 10:25:24+00:00,"@Ziniiex @Spectranet_NG Hi zinnie, give me ur user Id, I’ll send it to my former colleagues there to help u suspend the account or better still send an email to care@spectranet.com.ng highlighting ur user ID on the subject , request for immediate suspension of account. Cheers",Twitter for iPhone
tizeti,2019-03-09 18:10:38+00:00,@tizeti @netflix Whats your download speed?? Cause I tried using your network to download a 3mb file and it took me 20mins,Twitter for iPhone
sprectranet,2020-02-14 17:01:00+00:00,Shey @Spectranet_NG no dey do 100% bonus data again?!,Twitter for iPhone
sprectranet,2020-05-15 22:57:25+00:00,"Let's be real, if this was a normal country I would have sued Spectranet and used their money to promote my music video.",Twitter for iPhone
sprectranet,2020-06-26 10:47:23+00:00,@GucciJ9 @IgbokweKo @Eshenicy @DrJoeAbah @Spectranet_NG @DStvNg Thanks i have a and b...,Twitter for Android
tizeti,2019-01-29 08:24:05+00:00,@tizeti We're demotivated by your abysmal services. Best to get back to the drawing board and improve.,Twitter Web Client
sprectranet,2020-07-14 21:02:00+00:00,"I mean, if @Spectranet_NG says they are having a downtime, I'd understand and go find another Internet for the time being
But telling me they've fixed it and I can't even load https://t.co/TB1sHPgROD is the height of it.
I don't pay so much money but I work for every dime I pay",Twitter for Android
sprectranet,2020-12-29 14:56:54+00:00,@Spectranet_NG what’s going on with your network around Ikate?It’s been down for the past hour,Twitter for iPhone
sprectranet,2019-05-20 12:22:17,@Spectranet_NG hwfa? Why so slow???,Twitter for Android
sprectranet,2019-07-29 14:17:08,Swift or spectranet?,Twitter for iPhone
tizeti,2020-03-12 06:58:52+00:00,@wifisupport1 @TweetMrSly1 @tizeti #fucktizeti,Twitter for Android
sprectranet,2020-03-23 18:58:31+00:00,@Ivy_nifty Get Spectranet,Twitter for iPhone
sprectranet,2020-04-04 02:37:31+00:00,Day or Night @Spectranet_NG remain useless 🤦🏽‍♂️,Twitter for iPhone
sprectranet,2020-04-04 13:55:27+00:00,"I have been trying to do an upload since!!
Mtn and Spectranet please na!!",Twitter for iPhone
sprectranet,2020-03-31 14:04:44+00:00,"So @Spectranet_NG has decided not to give the double data bonus, my family and I have been waiting patiently for their email/text.. 😪😥",Twitter for Android
tizeti,2020-07-24 17:46:58+00:00,From me to @tizeti  I am really disappointed #internet #woodberry https://t.co/j3rBqsdG3V,Twitter for iPhone
sprectranet,2020-03-27 09:02:59+00:00,"@dre81us Wow, sorry about this.
Spectranet works great for my building.
I have my Airtel line loaded as backup but I haven't had to use it yet",Twitter for Android
tizeti,2020-04-04 12:01:01+00:00,"Also, what internet provider are you guys using? I’m ready to boycott @tizeti they are giving me headache every month. Plus customer service is non existent.",Twitter for iPhone
tizeti,2019-10-02 18:12:15+00:00,"@NgComCommission Please do something about @tizeti  they are bunch of confused people. For 5 days now, my internet has not been working. I need them to come pack their gadgets and give me my money back. I’ve only used it for a month anyway",Twitter for iPhone
sprectranet,2020-03-07 15:22:27+00:00,@Spectranet_NG HELLO!! I'D BREAK MY SIM AND MOVE TO NTEL IF YOU DONT ACT NORMAL IN LESS THAN 24HRS. AM I A JOKE TO YOU??? 😡😡,Twitter for Android
sprectranet,2019-08-20 17:17:21,@Clan_Clueless Ah was asking about them online yesterday before paying this stupid Spectranet. How far? Are they any good bro?,Twitter for iPhone
sprectranet,2019-09-15 06:34:06,"Ahhh, @Spectranet_NG gave me free birthday data! Turn uppp! 💃🏾💃🏾",Twitter for Android
sprectranet,2020-05-25 01:31:01+00:00,@Spectranet_NG is the most fcked up network I’ve ever used o. How can I have over 100gb data and not be able to browse well. And now I just tried calling their customer care nobody is picking. I yet each month I pay about 14k for sub. Which kind network be this one ehn .,Twitter for iPhone
sprectranet,2019-12-26 21:59:56,Mtewww.....this was my predicament before I bought @Spectranet_NG jeje! https://t.co/v1KFO4Wy6G,Twitter for Android
sprectranet,2020-04-11 19:07:42+00:00,"@Spectranet_NG Good day, want to complain about the service. The network keeps disappearing. What's going on? This has been happening since the lock down.",Twitter for Android
sprectranet,2020-02-29 05:25:46+00:00,@Spectranet_NG Sent you a DM. Kindly respond.,Twitter for Android
tizeti,2020-01-28 08:03:45+00:00,@mrtoluabiodun @tizeti 😭😭😭,Twitter for iPhone
sprectranet,2019-04-29 01:23:57,Spectranet is so fucked up 😭😭,Twitter for Android
sprectranet,2020-05-09 17:56:36+00:00,Spectranet ENKR! 😡😡,Twitter for iPhone
sprectranet,2020-04-21 22:15:05+00:00,It’s kukuma Spectranet. https://t.co/SEeFwKd1AN,Twitter for iPhone
sprectranet,2019-09-06 16:47:09,"My extra @Spectranet_NG data has landed
@Dis_z_Bash see yourself outside 😂",Twitter for Android
tizeti,2019-08-12 09:35:19+00:00,@wifisupport1 @tizeti The information is from your people that are suppose to come and install Wifi today after paying @tizeti since on Friday,Twitter for iPhone
sprectranet,2020-07-23 15:46:52+00:00,"@DONJAZZY please I need 40k to enable me kick off my website development program, I have found a Tutor already its just the laptop that's delaying me I can be able to afford a mini spectranet, #BetwayGameOn
#vbank details 1000532019
I am also a family member #BetwayGameOn https://t.co/e8oMX22W6X",Twitter for Android
tizeti,2020-03-12 23:35:36+00:00,"@rabbi_oceans @isnotpolitics @tizeti Bros, I no wan talk this morning.",Twitter for Android
sprectranet,2020-05-03 07:16:02+00:00,@DeGentleman_ Come to spectranet 😌😌,Twitter for iPhone
sprectranet,2019-06-05 18:29:34,@theshalvah @Spectranet_NG I think I support you on this. I am Seriously considering other options for next month.,Twitter for Android
sprectranet,2020-06-26 02:42:41+00:00,"I pay about 16k for @Spectranet_NG .
For two days now, no internet service. (None at all)
I called customer care and they claimed it will be resolved. I thanked them and hung up. Still nothing. 🙁 https://t.co/AoMfWxvhav https://t.co/nG0ZQUYPSB",Twitter for iPhone
sprectranet,2020-05-13 08:24:50+00:00,@Marigoldtees @Spectranet_NG Dump their network. That's the best thing else you won't stop complaining,Twitter for Android
sprectranet,2019-10-11 22:11:14,"Shame on you @ntelng @ntelcare you guys promised over 60Mbps and look at what I am getting at a location close to UNILAG. I did rather just switch to 
@Spectranet_NG
",Twitter for Android
sprectranet,2019-10-09 19:11:55,100% usage ba wo??? @Spectranet_NG,Twitter for Android
sprectranet,2019-08-15 08:45:35,"@Praizchris @iamchilas @isocroft @Spectranet_NG @allengblack Please dear, let @Spectranet_NG speak for itself.",Twitter for Android
sprectranet,2020-03-26 23:29:18+00:00,@Spectranet_NG  please can one add a new mifi device to an existing spectranet account?,Twitter for iPhone
sprectranet,2020-11-05 11:46:30+00:00,@Spectranet_NG hello please there's no network on my internet.,Twitter for Android
ipnx,2019-06-28 21:27:32,@kechilauren Finally got ipnx 2 weeks ago ...,Twitter for iPhone
sprectranet,2019-07-07 19:48:35,@TheLazySchmurf Have you tasted it yourself? Spectranet don scar me😢,Twitter for Android
sprectranet,2020-05-29 10:30:23+00:00,@seyimarcus @Spectranet_NG I will do the same and that's saying I would sub at all sef... the connectivity is a drag now. A long way from when they started,Twitter for Android
sprectranet,2020-04-10 06:18:14+00:00,"Ncdc, mtn, Gtb and Spectranet dats all 🤔 https://t.co/fa2Yhms8Ij",Twitter for iPhone
sprectranet,2020-03-05 19:21:16+00:00,Now I've paid for spectranet to watch match and I got debited without it reflecting 😤😤😤,Twitter for Android
sprectranet,2020-04-13 08:04:25+00:00,"Dear @Spectranet_NG 
After several calls without any resolution. Kindly attend to the DM sent by @SLEKSTAR before this gets out of hand. 
#LagosUnrest #COVID19 #MondayMotivation",Twitter for Android
sprectranet,2020-04-28 16:08:40+00:00,1mins video go use 5mins load. @Spectranet_NG Aja john wick ma ku ni office yin oo 🖐🏾🖐🏾🖐🏾,Twitter for iPhone
tizeti,2020-01-07 14:41:13+00:00,Tizeti is expensive oo😟,Twitter for iPhone
sprectranet,2020-10-22 10:08:22+00:00,Spectranet is moving mad this morning,Twitter for iPhone
tizeti,2019-11-13 10:48:45+00:00,@sunday104 @tizeti @wifisupport1 @NgComCommission @CACCOT1 @BabajideOtitoju @segalink The other guy is collating history of failure. I just decided not to engage gim again when they are done. I am expecting call for next service subscription. Failure and sorry people.,Twitter for Android
tizeti,2019-10-14 21:23:18+00:00,@jamesagada @tizeti @iaboyeji note that speed matters as much as data,Twitter for iPhone
sprectranet,2020-12-02 15:26:51+00:00,Let me just transfer money for my next subscription to my Spectranet purse before story will enter...,Twitter for iPhone
sprectranet,2019-09-21 11:56:06,"I have never subscribed my data for a month and it ever lasted up to that and I dont even download shit ..I have to order me a Mifi biko 
@Spectranet_NG come to my aid before I change my mind.",Twitter for Android
sprectranet,2019-11-15 18:18:47,"@Spectranet_NG , una give us 1GB and take speed, pls take your 1GB and return back the speed.",Twitter for Android
tizeti,2020-02-27 16:50:23+00:00,@wifisupport1 @tizeti It’s not about the usage history. Your service sucks. I have been down now for over 5hrs and all I hear is we’re optimizing which has been the song since Jan,Twitter for iPhone
tizeti,2020-02-20 09:04:13+00:00,"@CaxtonJP @SirWolX @tizeti That's my fear too. I never use Fiberone but I get plenty people who swear by it. My brother uses tizeti, omo na wa, terrible service all through.",Twitter for Android
sprectranet,2020-09-01 06:58:51+00:00,Spectranet no dey fear God.,Twitter for iPhone
sprectranet,2020-11-05 17:08:58+00:00,@Khaleed_ng @MBuhari @jidesanwoolu We go tag @jack  and @Spectranet_NG,Twitter for Android
sprectranet,2020-01-31 09:17:31+00:00,Hello @Spectranet_NG please is there double data today??,Twitter for iPhone
tizeti,2020-06-12 07:23:05+00:00,"@wifisupport1 @NgComCommission @cenbank It’s over a week now and still the same stupid excuse while my money keeps running.
@NgComCommission you need to look out for the consumers. Wifi/Tizeti is a daylight robbery Organisation by taking subscribers subscription and not providing service they promise to deliver.",Twitter for iPhone
sprectranet,2019-05-15 07:04:07,@Spectranet_NG have you guys rectified your network problems?,Twitter for iPhone
sprectranet,2019-05-02 03:30:18,"@EneSoulfood Depend on the kind of mifi
Smile is 9800
Spectranet is like 15k",Twitter for Android
sprectranet,2019-03-29 07:46:55,"Bought Spectranet mifi on tuesday, today is Friday and it's still yet to be activated, whilst I'm already receiving sms notifications. 
My work has suffered just because of this 
@Spectranet_NG
",Twitter for Android
sprectranet,2019-08-03 16:55:49,"All network providers in this country are so useless be it swift, spectranet,mtn,glo, airtel, etisalat.... To stream videos is a very very big task",Twitter for Android
sprectranet,2020-04-11 09:21:42+00:00,My spectranet data don finish. Like how 😭😭😭. Changing my password,Twitter for iPhone
sprectranet,2020-04-29 14:17:56+00:00,@temidayodaniel @Spectranet_NG Yesterday oo 🙆🏽‍♂️,Twitter for Android
sprectranet,2020-05-05 22:54:46+00:00,Spectranet is shit,Twitter for iPhone
sprectranet,2020-03-24 14:01:39+00:00,@Spectranet_NG when are you guys doing double data oooo,Twitter for iPhone
sprectranet,2020-03-05 22:45:33+00:00,@Spectranet_NG I renewed today 5th March over 40mins ago and I am yet to get my double offer as stated in your email to me.,Twitter for Android
sprectranet,2019-10-15 06:40:53,"@oku_yungx Are you forreal bro?? 

This Spectranet is also behaving as if evil spirit is behind it",Twitter for iPhone
sprectranet,2019-04-20 17:32:49,"@TheFJAY_ Sigh
What's better
I just renewed abeg
Spectranet has been shit since January",Twitter for Android
tizeti,2020-04-27 20:56:31+00:00,"I regret not doing my research thoroughly before getting my ass stuck with @tizeti sincerely, with just less than 12days of purchase I’ve had series of complain. This is Fckn BS! cc @wifisupport1",Twitter for iPhone
tizeti,2020-06-08 11:22:10+00:00,@SamOshun Kendall is the CEO of Tizeti,Twitter for iPhone
sprectranet,2019-07-11 12:33:10,"@Mr_pePRO Nothing oh i miss spectranet noni.

I'm a platinum member and my sim just dey waste for house",Twitter for Android
sprectranet,2020-04-22 21:39:31+00:00,*Spectranet https://t.co/8unCsIZnan,Twitter for Android
sprectranet,2020-01-27 19:13:40+00:00,@Spectranet_NG good evening. I mistakenly subscribed for 40GB nite plan instead of 40GB unified! Please is there a way to rectify this? I need an urgent response,Twitter for iPhone
sprectranet,2020-05-09 00:22:54+00:00,@TheGreatAdetayo @Spectranet_NG Pele,Twitter for iPhone
sprectranet,2019-10-01 17:54:47,@2two4seven7 Spectranet vs Other Broadbands Network,Twitter for Android
sprectranet,2020-11-25 21:59:56+00:00,I need vip72 and Spectranet subscription.,Twitter for Android
sprectranet,2020-04-28 21:46:06+00:00,"@kunleeko @drdammie @Gidi_Traffic @PlentyGadgets @DrJoeAbah @Omojuwa Bros, pls which part of Lagos do u live?

Spectranet showed me pepper which i endured for 1yr even tho I'd been a loyal customer for over 5yrs. Yet they showed wifey &amp; i nonsense. 

Switched to FibreOne last Oct.2 &amp; now i watch YouTube w/out buffer.

Pls consider them instead.",Twitter for Android
tizeti,2019-02-07 22:37:18+00:00,"@wifisupport1 @tizeti 
I had made some complaints here some days back. So after the technical team fixed my issue.bthis is the current speed at off peak period. And to think I just stupidly renewed subscription today is pathetic. I can't tolerate this speed for 30days",Twitter for Android
ipnx,2020-11-20 01:13:42,@adefola09 They said they don’t have coverage at my side oo... thinking of getting ipnx,Twitter for iPhone
sprectranet,2020-02-24 16:41:50+00:00,Hi @Spectranet_NG please check your dm,Twitter for Android
tizeti,2019-07-21 20:04:21+00:00,"@tizeti This is the problem with Nigerian businesses. Instead of perfecting their business and making sure customers are satisfied - any little funding they get, they are already thinking about expanding to Ghana and Siera leone 🙄. Be expanding o, I will cancel my sub soon. https://t.co/WKAT32VHNN",Twitter for Android
sprectranet,2019-07-01 18:45:49,My MTN is actually faster than Spectranet &amp; Ntel,Twitter for Android
sprectranet,2020-02-13 16:43:42+00:00,"@TheRealMusty @ToolzO @Spectranet_NG Lol, they called me and sent me a text.",Twitter for Android
sprectranet,2020-04-13 23:20:20+00:00,"Omo
I've been wallowing in ignorance,appaz my spectranet sub had elapsed 100gb and I didn't even realize and I've been ranting about bad service meanwhile they have another package for 19k that is 500gb and I've been doing 100gb for 18k
E be things o",Twitter for iPhone
sprectranet,2019-11-18 11:19:43,Thanks to @Spectranet_NG & @AirtelNigeria for gifting me with data and voice bonuses respectively. Happy birthday to me. ,Twitter for Android
sprectranet,2020-05-10 19:28:53+00:00,"Spectranet or Swift??? 

Please suggest! MTN is robbing me blind !",Twitter for iPhone
sprectranet,2020-03-26 08:00:04+00:00,Waiting for @Spectranet_NG double data offer via text for the past 3 days so i can subscribe 😪 https://t.co/VUQREZOBZs,Twitter for iPhone
sprectranet,2020-01-12 22:16:06+00:00,"@Babymariam01 @Spectranet_NG Network wey no dey work for akoka, how e wan take work for somolu 😂",Twitter for Android
sprectranet,2019-09-17 19:41:27,"Pearls_Collections has now expanded into the Telecom Business World. She partners with major telecommunication companies like MTN, GLO, Spectranet, etc. 
And other cable network companies like DSTV, GOTV and… https://instagram.com/p/B2hkCmplwYn/?igshid=fjgjenfd1o4z",Instagram
sprectranet,2019-05-29 21:47:20,Spectranet is effing up cuz of rain,Twitter for Android
sprectranet,2020-01-04 16:20:15+00:00,@aniruoje Buy @Spectranet_NG,Twitter for Android
sprectranet,2019-03-15 05:32:04,Swift or Spectranet???,Twitter for iPhone
sprectranet,2019-01-18 08:53:02,"After making me use my last 10k to renew my account on their network, there's still no  @Spectranet_NG service in my area. Best to just flush the router down the toilet 😣😣😣😣😣
",Twitter for iPhone
tizeti,2020-06-30 20:30:28+00:00,Tizeti is useless. 😒,Twitter for iPhone
tizeti,2020-05-28 07:01:07+00:00,@ulomskie @Tekaluku @wifisupport1 @tizeti @chukwurah_chuma @TunjiLardner They obviously have major challenges. The terrible thing is they do not communicate these. And are not proactive in managing down time.,Twitter for Android
sprectranet,2019-05-28 05:51:01,@ms_juwwie @Stoicastic Think it's the proximity. I use same n downloaded an entire Vikings season5 just this night. But spectranet has been shitty lately tho,Twitter for Android
tizeti,2019-12-04 16:55:05+00:00,@ToluOrekoya @tizeti @wifisupport1 Jokes,Twitter for Android
tizeti,2020-03-30 11:23:50+00:00,"Tizeti, now is not the time to be unfortunate please. Now is not the time for bad internet at all",Twitter for Android
tizeti,2020-06-30 16:00:52+00:00,"In Nigeria our problems are as follows; Discos (NEPA), Police, and Tizeti. 😤😤😤",Twitter for Android
sprectranet,2019-04-30 19:23:39,@Spectranet_NG I’ve been unable to use my ace mifi device. I’ve restarted one million times. Whyyyyyyyy,Twitter for iPhone
sprectranet,2019-11-19 11:33:00,@TmArkn @SWIFT4Glte Unfortunately @Spectranet_NG and Lekki are not in good terms. Take heart bro.,Twitter for iPhone
sprectranet,2020-01-15 00:19:32+00:00,Plis why is your network trashy tonight @Spectranet_NG,Twitter for Android
sprectranet,2020-03-26 08:32:05+00:00,@UncleBokun @Spectranet_NG Same o bro 😅😅😅 done now,Twitter for iPhone
