ISP_Name,Time,Text,Source,sentiment,label
sprectranet,2020-04-11 09:21:42+00:00,my spectranet data don finish. like how 😭😭😭. changing my password,Twitter for iPhone,Neutral,1
sprectranet,2020-05-05 22:54:46+00:00,spectranet is shit,Twitter for iPhone,Negative,0
sprectranet,2019-04-20 17:32:49,thefjay_ sigh what's better i just renewed abeg spectranet has been shit since january,Twitter for Android,Negative,0
sprectranet,2019-07-11 12:33:10,mr_pepro nothing oh i miss spectranet noni. i'm a platinum member and my sim just dey waste for house,Twitter for Android,Positive,2
sprectranet,2020-11-25 21:59:56+00:00,i need vip72 and spectranet subscription.,Twitter for Android,Neutral,1
sprectranet,2020-04-28 21:46:06+00:00,"kunleeko drdammie gidi_traffic plentygadgets drjoeabah omojuwa bros, pls which part of lagos do u live? spectranet showed me pepper which i endured for 1yr even tho i'd been a loyal customer for over 5yrs. yet they showed wifey & i nonsense. switched to fibreone last oct.2 & now i watch youtube w/out buffer. pls consider them instead.",Twitter for Android,Negative,0
tizeti,2019-02-07 22:37:18+00:00,wifisupport1 tizeti i had made some complaints here some days back. so after the technical team fixed my issue.bthis is the current speed at off peak period. and to think i just stupidly renewed subscription today is pathetic. i can't tolerate this speed for 30days,Twitter for Android,Negative,0
ipnx,2020-11-20 01:13:42,adefola09 they said they don't have coverage at my side oo... thinking of getting ipnx,Twitter for iPhone,Neutral,1
sprectranet,2020-04-13 23:20:20+00:00,"omo i've been wallowing in ignorance,appaz my spectranet sub had elapsed 100gb and i didn't even realize and i've been ranting about bad service meanwhile they have another package for 19k that is 500gb and i've been doing 100gb for 18k e be things o",Twitter for iPhone,Negative,0
sprectranet,2020-01-04 16:20:15+00:00,aniruoje buy spectranet_ng,Twitter for Android,Positive,2
tizeti,2019-12-04 16:55:05+00:00,toluorekoya tizeti wifisupport1 jokes,Twitter for Android,Neutral,1
tizeti,2020-05-05 00:57:19+00:00,"consumersncc wifisupport1 tizeti last week, i couldn't stream on netflix or download files.this week it has gotten so bad,i cannot see videos on social media even though the speed is suspiciously reading as fast.they claim to resolve it, two days later it goes right back. very reminiscent of nitel tossed lines.",Twitter for Android,Negative,0
sprectranet,2020-12-10 23:07:04+00:00,spectranet_ng how did i go from 26gb last night to 5gb today and i supposedly have free night browsing from 1am to 7am?,Twitter for iPhone,Negative,0
sprectranet,2019-08-05 10:50:41,spectranet_ng no wahala. thank you.,Twitter for iPhone,Neutral,1
sprectranet,2020-04-04 11:59:42+00:00,saefhenryosas spectranet_ng 🤣🤣 those ones na scam 🤣,Twitter for iPhone,Negative,0
sprectranet,2020-05-15 19:10:05+00:00,spectranet_ng please can you confirm if i have double data deal on my device?,Twitter for iPhone,Neutral,1
sprectranet,2020-09-15 21:02:02+00:00,"spectranet_ng hello spectranet, you people called me today to advertise and remind me to top up and subscribe for another monthly data that i will have double of what i did but alas it wasn't what you guys did. you guys uploaded this list but none is found in your app.",Twitter for iPhone,Negative,0
sprectranet,2020-08-18 20:48:13+00:00,"spectranet_ng good evening, pls what's happening, ur network just off the radar...",Twitter for Android,Negative,0
tizeti,2020-01-07 21:58:48+00:00,i want to get tizeti. who else uses them? pls give me before i call them and part with my small money.,Twitter for Android,Neutral,1
sprectranet,2020-05-30 18:33:35+00:00,anenetochukwu spectranet_ng lol can't they try?,Twitter for Android,Neutral,1
sprectranet,2020-09-15 12:18:01+00:00,olatunjiyso adeshinahh spectranet_ng well. true. but i have suffered for too long in the hands of network providers and won't really bother if i am paying and getting the value. spectranet used to give me bonuses that i couldn't even use 🤷🏿‍♂️,Twitter for iPhone,Negative,0
sprectranet,2019-10-15 09:31:25,spectranet 😡🤬,Twitter for iPhone,Negative,0
sprectranet,2020-03-29 18:51:55+00:00,"adarpt37 hismyel tobiomoty daddyhassler fifaeworldcup spectranet_ng there's a gaming association in nigeria, i think we should ask them what they are doing",Twitter for Android,Neutral,1
tizeti,2020-08-04 14:39:11+00:00,ozdavies tizeti when dem go celebrate your own. make i come shayo,Twitter for Android,Neutral,1
sprectranet,2019-09-11 13:50:37,all the telcos and isps in nigeria are mad erratic. except glo and spectranet. they're very consistent. consistently rubbish.,Twitter for Android,Positive,2
sprectranet,2020-10-17 10:38:26+00:00,spectranet site has crashed #reformthenigeriapolice,Twitter for iPhone,Negative,0
sprectranet,2020-04-29 08:41:19+00:00,show_pez maziibe_ spectranet_ng lol,Twitter for iPhone,Neutral,1
ipnx,2020-06-21 21:08:02,mradewest ah sucks. they're really good. or try ipnx,Twitter for iPhone,Positive,2
sprectranet,2019-06-05 11:43:22,oluwadamilolaog femi_martinsog you are cheating on your darling spectranet again.,Twitter for iPhone,Neutral,1
sprectranet,2020-08-30 21:25:48+00:00,"realyinka_gold nope, they sent a message about deactivating inactive account plus what i spend monthly on airtel will give me more on spectranet",Twitter for iPhone,Neutral,1
tizeti,2020-05-16 01:35:01+00:00,"keneswitch wifisupport1 tizeti according to their terms and conditions they promise service within 24 hours, as a customer myself i'm tired of their terrible service.",Twitter for iPhone,Negative,0
sprectranet,2020-03-20 03:35:42+00:00,"ngcomcommission consumersncc spectranet_ng here's is to state my ordeal using spectranet_ng i renewed my spectranet subscription on the 13th of this month, and just yesterday at about 4pm, 8gb had been exhausted without heavy downloads or streaming.",Twitter for iPhone,Negative,0
sprectranet,2019-01-06 10:30:37,hello spectranet_ng what does the online mean ?,Twitter for iPhone,Neutral,1
sprectranet,2019-02-21 20:32:01,"i'd have to retire back to spectranet, 🙃. i'm ashamed 😭😩",Twitter for iPhone,Negative,0
sprectranet,2019-11-30 10:40:10,spectranet_ng fix things 🙄,Twitter for iPhone,Negative,0
sprectranet,2020-03-18 15:09:15+00:00,check your dm spectranet_ng,Twitter for Android,Neutral,1
tizeti,2019-09-10 03:09:26+00:00,tobydonut emzzyinteriors do smile. heard tizeti tear stories,Twitter for iPhone,Negative,0
tizeti,2020-10-03 11:25:34+00:00,"ripples143 wifisupport1 tizeti they have a lot of downtime, like a lot. they are making it seem as though it's free service. i ducking pay for this, you are not doing me a favour!! 😡🤬",Twitter for iPhone,Negative,0
sprectranet,2019-05-21 22:08:33,spectranet_ng what's up with your speeds na?,Twitter for Android,Negative,0
tizeti,2020-09-17 16:14:08+00:00,"tizeti is a special brand of useless, when it comes to this isp business. wifi dey, why am i buying mobile data to download whatsapp video fgs?",Twitter for iPhone,Negative,0
tizeti,2020-07-28 23:18:21+00:00,"sheriphskills wifisupport1 to be honest, just change your provider. i used tizeti for a month and i packed it away! i have never been that disappointed at a service provider.",Twitter for iPhone,Negative,0
sprectranet,2020-09-23 17:54:39+00:00,i'm in a toxic relationship with spectranet.,Twitter for iPhone,Negative,0
tizeti,2020-04-26 16:43:36+00:00,tizeti tizeti has been absolutely disappointing this last week...very erratic network...they seem not to be able to handle the work from home pressures,Twitter for iPhone,Negative,0
sprectranet,2019-04-27 18:49:53,spectranet needs to reward me 😭😭. 4 years 😭,Twitter for iPhone,Neutral,1
sprectranet,2020-06-14 13:35:14+00:00,"spectranet_ng hi, i collected my sister's mifi before traveling. i am not able to recharge or subscribe because i don't know the sim number, nor the user id credentials. how can you help?",Twitter for Android,Neutral,1
sprectranet,2020-02-05 08:26:06+00:00,spectranet expecting me to subscribe without sending double data offer. jokers i want double data plus rollover so till then we wait.,Twitter for iPhone,Neutral,1
sprectranet,2019-11-07 00:27:46,"i'm essentially grateful for my spectranet battery strength/ health, that shit can go 9-10 hours on full charge. it's amazing",Twitter for iPhone,Positive,2
tizeti,2020-09-22 20:16:26+00:00,bbnaija this is the network you are advertising on your show tizeti wifisupport1 they have a very poor service ... if you plan on doing abeg rethink cause it would end in premium tears 😭,Twitter for iPhone,Negative,0
tizeti,2020-05-29 15:53:18+00:00,ridwan_olalere tizeti i agree. ✌️,Twitter for Android,Neutral,1
sprectranet,2020-02-29 05:19:35+00:00,spectranet_ng hian and i didn't get a mail notice or sms notice?? so i can subscribe now for 10k plan and get double data??,Twitter for Android,Neutral,1
sprectranet,2020-05-14 06:41:43+00:00,officialbambam4 spectranet_ng they lost me 2 days ago already. they're just a scam. there's no area you'll go where their internet is strong. imagine paying 13k for data and you're struggling to even send whatsapp messages. dump their network as fast as you can if you want peace of mind. e go be for them sha,Twitter for Android,Negative,0
tizeti,2020-09-07 10:16:20+00:00,wifisupport1 tizeti well done ooo ... 2 hours to download 9mb .. but na broadband .. 🙌🏿,Twitter for iPhone,Negative,0
sprectranet,2020-04-11 08:42:34+00:00,obadeyemi data that you're not using is disappearing 🤣😂. spectranet_ng has to be a joke honestly. #spectranetdown,Twitter for Android,Negative,0
sprectranet,2019-08-12 16:51:15,"spectranet_ng spectranet_ng spectranet_ng don't make me useless and ineffective again today. 10 hours gone, yet nothing meaningful has been achieved. fix this network, or else. #spectranet #bringbackmynetwork #spectranet #bringbackmynetwork #spectranet #bringbackmynetwork",Twitter for Android,Negative,0
sprectranet,2019-07-23 18:51:33,itsmisola nah. spectranet.,Twitter for iPhone,Neutral,1
tizeti,2020-07-24 21:35:38+00:00,damolaonline wifisupport1 tizeti it's really emabarrasing that the service rendered is so poor,Twitter for iPhone,Negative,0
sprectranet,2020-03-26 17:07:05+00:00,spectranet_ng hello please can i add multiple devices to the same account?,Twitter for iPhone,Neutral,1
tizeti,2020-06-28 16:58:04+00:00,wifisupport1 abi tizeti plsss oooooo...... give me wifi i just renewed my subscription and now i have no wifi..... why?????,Twitter for iPhone,Negative,0
sprectranet,2020-04-04 02:38:38+00:00,value for money spectranet_ng be reasonable for once 🙏🏾,Twitter for iPhone,Negative,0
sprectranet,2019-11-12 08:27:23,iamdreal_tig spectranet_ng itsdaybor smfh,Twitter for iPhone,Neutral,1
tizeti,2020-07-14 12:59:52+00:00,"after buying data see airtel telling me ""now that i have data, i should watch one tin one tin. are you people actually ok? it's kukuma not your fault, it's that crippled tizeti i blame.",Twitter for iPhone,Negative,0
sprectranet,2019-08-22 22:36:51,"the_cocoreidh spectranet. for optimized speed tests, i get like 200ms ping",Twitter for Android,Neutral,1
sprectranet,2019-01-18 22:22:16,umehoma spectranet_ng cpcnig sannigeria fcc and those their representatives will be calling somebody using sweet voice 🤦‍♂️🤦‍♂️,Twitter for iPhone,Neutral,1
sprectranet,2020-04-06 05:33:50+00:00,anthonyvine dm location & time biko. spectranet has put me to shame😢😢,Twitter for Android,Negative,0
sprectranet,2020-12-16 10:43:31+00:00,airtelnigeria just wanted to let you know that many of us did not register with nin... so if you like go and disconnect our lines... i will go and carry spectranet and continue my internet o... whatsapp call dey.. na u ppl go sabi una your matter o!...,Twitter for Android,Neutral,1
tizeti,2020-05-25 14:54:16+00:00,"hi tizeti the mail below was sent few minutes ago, kindly look into asap. cc wifisupport1",Twitter for iPhone,Neutral,1
sprectranet,2020-01-18 22:04:28+00:00,i have moved from spectranet to smile to airtel in the last 6 months but they are all trash. they are only good in the first month.,Twitter for iPhone,Negative,0
sprectranet,2020-06-22 12:14:06+00:00,"lloydatiku spectranet_ng disaster is an understatement disastrous in lagos spectranet_ng if you cannot function anymore, please stop collected our money!!!",Twitter for Android,Negative,0
sprectranet,2019-02-20 14:25:20,"who has fast internet and lives in yaba? biko help me, spectranet_ng is taking a whole fucking piss.",Twitter for iPhone,Negative,0
tizeti,2019-03-20 08:52:22+00:00,"oladimejiojo_ youngboss0007 tizeti someone told me same back then when i just bought gloworld and was enjoying the services, i had to tweet commendation. guy legit told me don't get use to it. a week after i dump the sim out of frustration.",Twitter for Android,Neutral,1
tizeti,2019-10-31 10:01:15+00:00,aweola7 tizeti taking their unreliable service to ghana,Twitter for Android,Negative,0
sprectranet,2019-03-12 09:54:27,i have being avoiding this but i have to close my eyes and buy a spectranet or smile wifi. i can't be spending this much on data.,Twitter for iPhone,Negative,0
sprectranet,2019-04-20 19:50:25,"spectranet need to get their acts together before 2am on monday, plis dear",Twitter for Android,Negative,0
tizeti,2019-10-01 07:47:45+00:00,"tizeti my internet has been down for 4 days now. stop tweeting and fix my internet. better still, return my money and come pick up your gadgets 🤦‍♂️🤦‍♂️🤦‍♂️",Twitter for iPhone,Negative,0
tizeti,2019-04-08 18:33:18+00:00,tizeti netflix thats not true. your usa ip is blocked by netflix.,Twitter for iPhone,Neutral,1
sprectranet,2019-08-24 21:56:10,chenaonuorah please don't buy spectranet ... i beg you in the name of god!,Twitter for Android,Negative,0
sprectranet,2020-09-01 21:08:51+00:00,flakey_phil rgameyer both my airtel and glo line. they are both messed up right now! using spectranet wifi,Twitter for Android,Neutral,1
sprectranet,2019-03-28 19:13:22,"please can you help me with the address of any spectranet shop around oworonshoki or bariga, thank you!",Twitter for iPhone,Neutral,1
sprectranet,2020-02-17 08:03:12+00:00,"spectranet_ng goodmorning for 2 consecutive days now, my device has not worked. it displays red most of the time. please help!!!",Twitter for Android,Negative,0
sprectranet,2019-12-27 15:09:08,tolutopsy mtnng spectranet_ng oshey padi☺️,Twitter for iPhone,Neutral,1
sprectranet,2020-03-18 18:18:58+00:00,"iyawothickabody one time spectranet called, i refused to pick because i didn't have money to subscribe so i just ignored it like 4 times. the fifth time, true caller showed union bank, i picked thinking i have passed interview o only to hear 'your spectranet...😂😂😂 they got me😂",Twitter for Android,Neutral,1
sprectranet,2019-12-04 11:03:34,reignestt spectranet_ng fam i paid for one month ... this is the third week after several mails and calls i am yet to use it and it is about to expire,Twitter for Android,Negative,0
sprectranet,2019-12-03 21:04:08,spectranet_ng will soon finish me in this lagos . 😭 please why can't i check my available night data?,Twitter for iPhone,Negative,0
sprectranet,2019-10-13 12:48:21,"tukooldegreat baba spectranet na scam, the 100gb finishes in 1 week, not as if i use the data to watch porn 😔",Twitter for iPhone,Negative,0
sprectranet,2019-05-25 16:42:57,spectranet has stressed me for the last three days. i think i'll go back to mobile data for now,Twitter for iPhone,Negative,0
sprectranet,2020-05-13 08:18:40+00:00,spectranet_ng if you can't render the service you promised to render why not just close down?. you guys are obvious a fraud.,Twitter for Android,Negative,0
tizeti,2019-02-07 17:29:28+00:00,tizeti haba! have shame na. small shame,Twitter for iPhone,Negative,0
sprectranet,2019-11-13 08:54:52,morenike_me i have spectranet - you can try it.,Twitter for iPhone,Neutral,1
sprectranet,2020-01-11 02:37:43+00:00,spectranet_ng what's with your network?? been down all night in aguda. please fix asap,Twitter for Android,Negative,0
tizeti,2020-06-07 15:06:58+00:00,step in the right direction,Twitter for iPhone,Positive,2
tizeti,2019-10-06 20:53:56+00:00,iamchrisani wifisupport1 boycottfrauds tizeti i hate their generic response 😡😡😡,Twitter for iPhone,Negative,0
sprectranet,2020-10-25 13:19:32+00:00,spectranet_ng your network of late ehnnnn! nah to donate slap give una o,Twitter for iPhone,Negative,0
tizeti,2020-04-30 08:55:40+00:00,tizeti is silly again. 😂😂,Twitter for iPhone,Negative,0
sprectranet,2019-12-06 18:33:02,"spectranet_ng i can't dm you , i've issues with my device",Twitter for iPhone,Neutral,1
sprectranet,2020-01-24 09:01:51+00:00,my spectranet is expiring in 2 days and i have 10 gig left,Twitter for iPhone,Neutral,1
sprectranet,2020-08-19 15:14:30+00:00,"fbn_help hello fbn, i made a bill payment for spectranet ltd (internet subscription n18,525) on 18/08/2020 time: 13:33pm. merchants hasn't received payment and asked to contact my bank. cenbank cenbank firstbankngr",Twitter for iPhone,Neutral,1
sprectranet,2019-01-28 20:37:55,"spectranet_ng , are we okay at home ?",Twitter for iPhone,Neutral,1
sprectranet,2020-06-23 09:50:31+00:00,spectranet wants to frustrate me!!!!,Twitter for iPhone,Negative,0
sprectranet,2019-01-01 16:45:01,how can ngn5000 be just 7gig? spectranet this is becoming unhealthy. spectranet_ng,Twitter for iPhone,Negative,0
tizeti,2019-09-17 10:03:42+00:00,tizeti how long will it take to connect my wifi,Twitter for iPhone,Neutral,1
sprectranet,2020-03-31 10:22:50+00:00,drightsauce spectranet is fucking me up. since 9 o,Twitter for iPhone,Negative,0
sprectranet,2019-02-24 09:51:44,spectranet_ng will your store at ozone open today?,Twitter for iPhone,Neutral,1
tizeti,2019-06-29 08:59:37+00:00,"tizeti wifisupport1 please kindly activate our account 'laoye abimbola' masha, surulere. paid 27/06/19. support #649947 paystack ref t217238200870816. it has not been activated since 27/6/19. lost 2days already. #saynotopoorinternetservice #saynotopoorcustomerservice lasgcopa",Twitter for iPhone,Negative,0
tizeti,2020-04-02 21:46:09+00:00,"tizeti wifisupport1 with all our pains, all our escalation for the entire month of march, you provided no solution whatsover.... really what has hit your network... when the service is restored we barely have 1mb/s... what on earth has gone wrong with your unlimited package",Twitter for Android,Negative,0
sprectranet,2020-03-29 17:28:52+00:00,spectranet_ng you people are really unfortunate abeg,Twitter for iPhone,Negative,0
tizeti,2020-07-19 18:38:22+00:00,tizeti get money to advertise but can't give internet speed that we paid for lmfao.,Twitter for Android,Negative,0
sprectranet,2020-05-10 23:53:37+00:00,kenethelion identikaltwins smilecomsng spectranet_ng gidi_traffic both isps should be thrown out with the bath water.....,Twitter for iPhone,Negative,0
tizeti,2020-08-02 19:14:22+00:00,this tizeti ad sounds somehow to my ears.,Twitter for iPhone,Negative,0
tizeti,2020-07-08 07:04:29+00:00,wifisupport1 olamiday lumis0 oya ajepintos let us contribute our details tizeti is asking. 😁😁😁,Twitter for iPhone,Neutral,1
tizeti,2020-07-09 08:58:16+00:00,"ntel stopped unlimited wifi service, i bought tizeti two weeks ago, the network will work fine for some hours and go off for another hour or more, what did i do to deserve this stress wifisupport1 what's going on with y'all? my work is internet based and you're frustrating it!",Twitter for iPhone,Negative,0
sprectranet,2020-06-26 04:30:44+00:00,guccij9 eshenicy igbokweko drjoeabah spectranet_ng dstvng i don't mind you giving me the toll free number biko.,Twitter for Android,Neutral,1
sprectranet,2020-04-02 14:43:39+00:00,dear spectranet_ng... my device have been moving on snail speed lately... kilon shele na ...am watching you guys in 3d concave lens,Twitter for iPhone,Negative,0
tizeti,2020-02-14 14:46:57+00:00,"nigeria is indeed a funny place. businesses just increase the price of their offerings without sending an email or a newsletter. we get to do anyhow in nigeria because we have the mentality that ""nothing dey happen"" tizeti; i'm really disappointed in you guys once again.",Twitter for Android,Negative,0
sprectranet,2019-09-09 15:29:35,spectranet_ng can you explain how my 50gb spectranet data becomes so useless that i have to rely on my 200mb globacomnigeria mobile data to send this tweet?,Twitter for Android,Negative,0
sprectranet,2020-03-31 19:04:29+00:00,why are mtnng and spectranet_ng doing me like this in this time i need them the most.,Twitter for iPhone,Negative,0
tizeti,2020-06-08 08:23:31+00:00,"_diuto devlarri jasonnjoku kananyi anti_ratrace tizeti lol, na that one concern you.",Twitter for Android,Neutral,1
sprectranet,2019-05-01 19:28:57,"thanks to spectranet, i haven't complained about using up my data in three days and looking for how to buy another data in months",Twitter for iPhone,Positive,2
sprectranet,2019-08-16 16:07:30,what's wrong with spectranet?? 🤦🏽‍♂️,Twitter for Android,Negative,0
tizeti,2019-07-30 17:01:05+00:00,yacim986 wifisupport1 madu_victor cozzbie tizeti your blood dey always dey hot. take it easy yacim986,Twitter for Android,Neutral,1
tizeti,2020-08-13 18:01:05+00:00,"tizeti , pay for 1 month enjoy 5 days disconnected for 7days then reconnected for 3 then disconnected for 4days the reconnected for 10days before the renewal ... rinse and repeat. i'm glad ipnx is now in my estate",Twitter for Android,Negative,0
tizeti,2019-10-31 10:01:59+00:00,tizeti netflix on your slow internet the only thing thing you would be able to see is thr trailer.,Twitter for Android,Negative,0
tizeti,2020-02-21 21:03:42+00:00,ronstanp 14mbps is the download speed of my mobile network while 6.3mbps is the upload speed of my mobile internet. the download speed of tizeti wifi is 0.88mbps.,Twitter for Android,Negative,0
tizeti,2019-07-17 21:55:45+00:00,trying to enjoy my movie but tizeti out here like,Twitter for iPhone,Negative,0
sprectranet,2019-01-24 19:40:04,to sleep or tune in netflix? finally back with my spectranet 😭,Twitter for iPhone,Positive,2
sprectranet,2020-10-28 09:09:29+00:00,spectranet 🤝 your internet connection is unstable (during zoom calls),Twitter for Android,Negative,0
sprectranet,2019-05-29 15:59:11,"shamsiyya__ dead fc, jump unto spectranet",Twitter for iPhone,Positive,2
sprectranet,2019-06-21 05:58:06,thanks gidi_traffic for helping with the poll. spectranet_ng make una do well oh. same platform that influenced buying decision can be used to call you out oh!,Twitter for Android,Positive,2
tizeti,2019-12-14 08:33:35+00:00,wifisupport1 tizeti ok,Twitter for Android,Neutral,1
tizeti,2020-06-07 14:40:11+00:00,great move tizeti.,Twitter for Android,Positive,2
sprectranet,2019-11-29 18:51:41,"iam_chrisy spectranet_ng ah they're good but if you have issues, they're staff can be annoying",Twitter for iPhone,Positive,2
tizeti,2019-05-18 16:41:44+00:00,tizeti kindly reactivate my account.,Twitter for iPhone,Neutral,1
sprectranet,2020-05-20 09:53:09+00:00,"i'm using spectranet o but the network has been shit since last week, i don sub for my glo twice in one week already 😭😭",Twitter for iPhone,Negative,0
sprectranet,2019-09-15 07:21:28,"aboyowa_e spectranet_ng lmaoo! na so, turn up!!",Twitter for Android,Neutral,1
sprectranet,2019-05-04 12:13:23,"spectranet_ng , see no make me swear for you! fix your wacky internet connection around yaba!",Twitter for iPhone,Negative,0
sprectranet,2019-08-22 22:41:09,the_cocoreidh spectranet is still trash please and smile is better.,Twitter for Android,Negative,0
tizeti,2020-02-27 17:36:45+00:00,wifisupport1 tizeti it's the same story i was told when your team just unfortunate i wasted my money renewing,Twitter for iPhone,Negative,0
sprectranet,2019-05-08 11:00:54,spectranet ooooo,Twitter for iPhone,Negative,0
sprectranet,2020-02-23 19:56:12+00:00,why is it that everyone has to hang their spectranet mifis on their windows for it to work? ehn?,Twitter for iPhone,Negative,0
sprectranet,2020-06-26 08:15:51+00:00,"drjoeabah doubleomoore spectranet_ng i wish you tried fibreone broadband, they will test your blood pressure so bad.",Twitter for Android,Neutral,1
sprectranet,2020-04-22 21:21:58+00:00,i used spectranet to watch the set up on netflix and the network was really good,Twitter for Android,Positive,2
sprectranet,2019-07-25 08:44:41,adebambor feraljack_ spectranet_ng spec what???🤣🤣🤣 it will only end in pains and suffering. samr with swift. all of them are kremina,Twitter for Android,Negative,0
sprectranet,2020-03-30 06:20:28+00:00,spectranet_ng what's with the poor service in ijesha?? please fix it fast.,Twitter for Android,Negative,0
sprectranet,2020-05-20 20:22:32+00:00,why can't we have any reliable isp in nigeria? spectranet_ng have been down for more than a week now. definitely not renewing next month. but i hear smile is just as bad.,Twitter for Android,Negative,0
