ISP_Name,Time,Text,Source
tizeti,2019-10-30 20:29:32+00:00,someone should remind me not to renew my tizeti subscription. this abuse is too much.,Twitter for Android
sprectranet,2020-06-07 12:24:53+00:00,its either my spectranet becomes extremely fast after a rainfall or extremely slow a good time.,Twitter for iPhone
tizeti,2020-06-03 22:47:08+00:00,cant even get internet to do my work 🤡🤡🤡🤡👿 tizeti,Twitter for Android
sprectranet,2020-01-31 23:42:14+00:00,spectranet_ng deandiran,Twitter for iPhone
sprectranet,2019-03-25 19:18:05,digitaltrends spectranet_ng how far? are we going to get this in nigeria?,Twitter for Android
tizeti,2020-04-21 21:12:32+00:00,mcosiofwar tizeti netflixnaija thanks for the heads up!!!,Twitter for Android
sprectranet,2020-03-28 07:37:59+00:00,spectranet_ng omeenwa please check yours. nothing in my dm from you.,Twitter for Android
sprectranet,2020-10-01 10:20:09+00:00,"looking at my payslip and seeing how much my employer pays for my tax really get to me, like i don't benefit this amount you're paying. this amount with 2k addition could make a sub on spectranet_ng for a month i'm been abused and maltreated by this country to be paying such tax",Twitter for Android
sprectranet,2019-03-12 10:16:47,syl_space smile and spectranet are almost everywhere in lagos now,Twitter for iPhone
tizeti,2019-08-13 07:24:50+00:00,tizeti please stop selling what doesn't work,Twitter for iPhone
sprectranet,2020-09-11 10:25:24+00:00,"ziniiex spectranet_ng hi zinnie, give me ur user id, i'll send it to my former colleagues there to help u suspend the account or better still send an email to highlighting ur user id on the subject , request for immediate suspension of account. cheers",Twitter for iPhone
tizeti,2019-03-09 18:10:38+00:00,tizeti netflix whats your download speed?? cause i tried using your network to download a 3mb file and it took me 20mins,Twitter for iPhone
sprectranet,2020-02-14 17:01:00+00:00,shey spectranet_ng no dey do 100% bonus data again?!,Twitter for iPhone
sprectranet,2020-05-15 22:57:25+00:00,"let's be real, if this was a normal country i would have sued spectranet and used their money to promote my music video.",Twitter for iPhone
sprectranet,2020-06-26 10:47:23+00:00,guccij9 igbokweko eshenicy drjoeabah spectranet_ng dstvng thanks i have a and b...,Twitter for Android
tizeti,2019-01-29 08:24:05+00:00,tizeti we're demotivated by your abysmal services. best to get back to the drawing board and improve.,Twitter Web Client
sprectranet,2020-07-14 21:02:00+00:00,"i mean, if spectranet_ng says they are having a downtime, i'd understand and go find another internet for the time being but telling me they've fixed it and i can't even load is the height of it. i don't pay so much money but i work for every dime i pay",Twitter for Android
sprectranet,2020-12-29 14:56:54+00:00,spectranet_ng what's going on with your network around ikate?it's been down for the past hour,Twitter for iPhone
sprectranet,2019-05-20 12:22:17,spectranet_ng hwfa? why so slow???,Twitter for Android
sprectranet,2019-07-29 14:17:08,swift or spectranet?,Twitter for iPhone
tizeti,2020-03-12 06:58:52+00:00,wifisupport1 tweetmrsly1 tizeti #fucktizeti,Twitter for Android
sprectranet,2020-03-23 18:58:31+00:00,ivy_nifty get spectranet,Twitter for iPhone
sprectranet,2020-04-04 02:37:31+00:00,day or night spectranet_ng remain useless 🤦🏽‍♂️,Twitter for iPhone
sprectranet,2020-04-04 13:55:27+00:00,i have been trying to do an upload since!! mtn and spectranet please na!!,Twitter for iPhone
sprectranet,2020-03-31 14:04:44+00:00,"so spectranet_ng has decided not to give the double data bonus, my family and i have been waiting patiently for their email/text.. 😪😥",Twitter for Android
tizeti,2020-07-24 17:46:58+00:00,from me to tizeti i am really disappointed #internet #woodberry,Twitter for iPhone
sprectranet,2020-03-27 09:02:59+00:00,"dre81us wow, sorry about this. spectranet works great for my building. i have my airtel line loaded as backup but i haven't had to use it yet",Twitter for Android
tizeti,2020-04-04 12:01:01+00:00,"also, what internet provider are you guys using? i'm ready to boycott tizeti they are giving me headache every month. plus customer service is non existent.",Twitter for iPhone
tizeti,2019-10-02 18:12:15+00:00,"ngcomcommission please do something about tizeti they are bunch of confused people. for 5 days now, my internet has not been working. i need them to come pack their gadgets and give me my money back. i've only used it for a month anyway",Twitter for iPhone
sprectranet,2020-03-07 15:22:27+00:00,spectranet_ng hello!! i'd break my sim and move to ntel if you dont act normal in less than 24hrs. am i a joke to you??? 😡😡,Twitter for Android
sprectranet,2019-08-20 17:17:21,clan_clueless ah was asking about them online yesterday before paying this stupid spectranet. how far? are they any good bro?,Twitter for iPhone
sprectranet,2019-09-15 06:34:06,"ahhh, spectranet_ng gave me free birthday data! turn uppp! 💃🏾💃🏾",Twitter for Android
sprectranet,2020-05-25 01:31:01+00:00,spectranet_ng is the most fcked up network i've ever used o. how can i have over 100gb data and not be able to browse well. and now i just tried calling their customer care nobody is picking. i yet each month i pay about 14k for sub. which kind network be this one ehn .,Twitter for iPhone
sprectranet,2019-12-26 21:59:56,mtewww.....this was my predicament before i bought spectranet_ng jeje!,Twitter for Android
sprectranet,2020-04-11 19:07:42+00:00,"spectranet_ng good day, want to complain about the service. the network keeps disappearing. what's going on? this has been happening since the lock down.",Twitter for Android
sprectranet,2020-02-29 05:25:46+00:00,spectranet_ng sent you a dm. kindly respond.,Twitter for Android
tizeti,2020-01-28 08:03:45+00:00,mrtoluabiodun tizeti 😭😭😭,Twitter for iPhone
sprectranet,2019-04-29 01:23:57,spectranet is so fucked up 😭😭,Twitter for Android
sprectranet,2020-05-09 17:56:36+00:00,spectranet enkr! 😡😡,Twitter for iPhone
sprectranet,2020-04-21 22:15:05+00:00,it's kukuma spectranet.,Twitter for iPhone
sprectranet,2019-09-06 16:47:09,my extra spectranet_ng data has landed dis_z_bash see yourself outside 😂,Twitter for Android
tizeti,2019-08-12 09:35:19+00:00,wifisupport1 tizeti the information is from your people that are suppose to come and install wifi today after paying tizeti since on friday,Twitter for iPhone
sprectranet,2020-07-23 15:46:52+00:00,"donjazzy please i need 40k to enable me kick off my website development program, i have found a tutor already its just the laptop that's delaying me i can be able to afford a mini spectranet, #betwaygameon #vbank details i am also a family member #betwaygameon",Twitter for Android
tizeti,2020-03-12 23:35:36+00:00,"rabbi_oceans isnotpolitics tizeti bros, i no wan talk this morning.",Twitter for Android
sprectranet,2020-05-03 07:16:02+00:00,degentleman_ come to spectranet 😌😌,Twitter for iPhone
sprectranet,2019-06-05 18:29:34,theshalvah spectranet_ng i think i support you on this. i am seriously considering other options for next month.,Twitter for Android
sprectranet,2020-06-26 02:42:41+00:00,"i pay about 16k for spectranet_ng . for two days now, no internet service. (none at all) i called customer care and they claimed it will be resolved. i thanked them and hung up. still nothing. 🙁",Twitter for iPhone
sprectranet,2020-05-13 08:24:50+00:00,marigoldtees spectranet_ng dump their network. that's the best thing else you won't stop complaining,Twitter for Android
sprectranet,2019-10-11 22:11:14,shame on you ntelng ntelcare you guys promised over 60mbps and look at what i am getting at a location close to unilag. i did rather just switch to spectranet_ng,Twitter for Android
sprectranet,2019-10-09 19:11:55,100% usage ba wo??? spectranet_ng,Twitter for Android
sprectranet,2019-08-15 08:45:35,"praizchris iamchilas isocroft spectranet_ng allengblack please dear, let spectranet_ng speak for itself.",Twitter for Android
sprectranet,2020-03-26 23:29:18+00:00,spectranet_ng please can one add a new mifi device to an existing spectranet account?,Twitter for iPhone
sprectranet,2020-11-05 11:46:30+00:00,spectranet_ng hello please there's no network on my internet.,Twitter for Android
ipnx,2019-06-28 21:27:32,kechilauren finally got ipnx 2 weeks ago ...,Twitter for iPhone
sprectranet,2019-07-07 19:48:35,thelazyschmurf have you tasted it yourself? spectranet don scar me😢,Twitter for Android
sprectranet,2020-05-29 10:30:23+00:00,seyimarcus spectranet_ng i will do the same and that's saying i would sub at all sef... the connectivity is a drag now. a long way from when they started,Twitter for Android
sprectranet,2020-04-10 06:18:14+00:00,"ncdc, mtn, gtb and spectranet dats all 🤔",Twitter for iPhone
sprectranet,2020-03-05 19:21:16+00:00,now i've paid for spectranet to watch match and i got debited without it reflecting 😤😤😤,Twitter for Android
sprectranet,2020-04-13 08:04:25+00:00,dear spectranet_ng after several calls without any resolution. kindly attend to the dm sent by slekstar before this gets out of hand. #lagosunrest #covid19 #mondaymotivation,Twitter for Android
sprectranet,2020-04-28 16:08:40+00:00,1mins video go use 5mins load. spectranet_ng aja john wick ma ku ni office yin oo 🖐🏾🖐🏾🖐🏾,Twitter for iPhone
tizeti,2020-01-07 14:41:13+00:00,tizeti is expensive oo😟,Twitter for iPhone
sprectranet,2020-10-22 10:08:22+00:00,spectranet is moving mad this morning,Twitter for iPhone
tizeti,2019-11-13 10:48:45+00:00,sunday104 tizeti wifisupport1 ngcomcommission caccot1 babajideotitoju segalink the other guy is collating history of failure. i just decided not to engage gim again when they are done. i am expecting call for next service subscription. failure and sorry people.,Twitter for Android
tizeti,2019-10-14 21:23:18+00:00,jamesagada tizeti iaboyeji note that speed matters as much as data,Twitter for iPhone
sprectranet,2020-12-02 15:26:51+00:00,let me just transfer money for my next subscription to my spectranet purse before story will enter...,Twitter for iPhone
sprectranet,2019-09-21 11:56:06,i have never subscribed my data for a month and it ever lasted up to that and i dont even download shit ..i have to order me a mifi biko spectranet_ng come to my aid before i change my mind.,Twitter for Android
sprectranet,2019-11-15 18:18:47,"spectranet_ng , una give us 1gb and take speed, pls take your 1gb and return back the speed.",Twitter for Android
tizeti,2020-02-27 16:50:23+00:00,wifisupport1 tizeti it's not about the usage history. your service sucks. i have been down now for over 5hrs and all i hear is we're optimizing which has been the song since jan,Twitter for iPhone
tizeti,2020-02-20 09:04:13+00:00,"caxtonjp sirwolx tizeti that's my fear too. i never use fiberone but i get plenty people who swear by it. my brother uses tizeti, omo na wa, terrible service all through.",Twitter for Android
sprectranet,2020-09-01 06:58:51+00:00,spectranet no dey fear god.,Twitter for iPhone
sprectranet,2020-11-05 17:08:58+00:00,khaleed_ng mbuhari jidesanwoolu we go tag jack and spectranet_ng,Twitter for Android
sprectranet,2020-01-31 09:17:31+00:00,hello spectranet_ng please is there double data today??,Twitter for iPhone
tizeti,2020-06-12 07:23:05+00:00,wifisupport1 ngcomcommission cenbank it's over a week now and still the same stupid excuse while my money keeps running. ngcomcommission you need to look out for the consumers. wifi/tizeti is a daylight robbery organisation by taking subscribers subscription and not providing service they promise to deliver.,Twitter for iPhone
sprectranet,2019-05-15 07:04:07,spectranet_ng have you guys rectified your network problems?,Twitter for iPhone
sprectranet,2019-05-02 03:30:18,enesoulfood depend on the kind of mifi smile is 9800 spectranet is like 15k,Twitter for Android
sprectranet,2019-03-29 07:46:55,"bought spectranet mifi on tuesday, today is friday and it's still yet to be activated, whilst i'm already receiving sms notifications. my work has suffered just because of this spectranet_ng",Twitter for Android
sprectranet,2019-08-03 16:55:49,"all network providers in this country are so useless be it swift, spectranet,mtn,glo, airtel, etisalat.... to stream videos is a very very big task",Twitter for Android
sprectranet,2020-04-11 09:21:42+00:00,my spectranet data don finish. like how 😭😭😭. changing my password,Twitter for iPhone
sprectranet,2020-04-29 14:17:56+00:00,temidayodaniel spectranet_ng yesterday oo 🙆🏽‍♂️,Twitter for Android
sprectranet,2020-05-05 22:54:46+00:00,spectranet is shit,Twitter for iPhone
sprectranet,2020-03-24 14:01:39+00:00,spectranet_ng when are you guys doing double data oooo,Twitter for iPhone
sprectranet,2020-03-05 22:45:33+00:00,spectranet_ng i renewed today 5th march over 40mins ago and i am yet to get my double offer as stated in your email to me.,Twitter for Android
sprectranet,2019-10-15 06:40:53,oku_yungx are you forreal bro?? this spectranet is also behaving as if evil spirit is behind it,Twitter for iPhone
sprectranet,2019-04-20 17:32:49,thefjay_ sigh what's better i just renewed abeg spectranet has been shit since january,Twitter for Android
tizeti,2020-04-27 20:56:31+00:00,"i regret not doing my research thoroughly before getting my ass stuck with tizeti sincerely, with just less than 12days of purchase i've had series of complain. this is fckn bs! cc wifisupport1",Twitter for iPhone
tizeti,2020-06-08 11:22:10+00:00,samoshun kendall is the ceo of tizeti,Twitter for iPhone
sprectranet,2019-07-11 12:33:10,mr_pepro nothing oh i miss spectranet noni. i'm a platinum member and my sim just dey waste for house,Twitter for Android
sprectranet,2020-04-22 21:39:31+00:00,*spectranet,Twitter for Android
sprectranet,2020-01-27 19:13:40+00:00,spectranet_ng good evening. i mistakenly subscribed for 40gb nite plan instead of 40gb unified! please is there a way to rectify this? i need an urgent response,Twitter for iPhone
sprectranet,2020-05-09 00:22:54+00:00,thegreatadetayo spectranet_ng pele,Twitter for iPhone
sprectranet,2019-10-01 17:54:47,2two4seven7 spectranet vs other broadbands network,Twitter for Android
sprectranet,2020-11-25 21:59:56+00:00,i need vip72 and spectranet subscription.,Twitter for Android
sprectranet,2020-04-28 21:46:06+00:00,"kunleeko drdammie gidi_traffic plentygadgets drjoeabah omojuwa bros, pls which part of lagos do u live? spectranet showed me pepper which i endured for 1yr even tho i'd been a loyal customer for over 5yrs. yet they showed wifey & i nonsense. switched to fibreone last oct.2 & now i watch youtube w/out buffer. pls consider them instead.",Twitter for Android
tizeti,2019-02-07 22:37:18+00:00,wifisupport1 tizeti i had made some complaints here some days back. so after the technical team fixed my issue.bthis is the current speed at off peak period. and to think i just stupidly renewed subscription today is pathetic. i can't tolerate this speed for 30days,Twitter for Android
ipnx,2020-11-20 01:13:42,adefola09 they said they don't have coverage at my side oo... thinking of getting ipnx,Twitter for iPhone
sprectranet,2020-02-24 16:41:50+00:00,hi spectranet_ng please check your dm,Twitter for Android
tizeti,2019-07-21 20:04:21+00:00,"tizeti this is the problem with nigerian businesses. instead of perfecting their business and making sure customers are satisfied - any little funding they get, they are already thinking about expanding to ghana and siera leone 🙄. be expanding o, i will cancel my sub soon.",Twitter for Android
sprectranet,2019-07-01 18:45:49,my mtn is actually faster than spectranet & ntel,Twitter for Android
sprectranet,2020-02-13 16:43:42+00:00,"therealmusty toolzo spectranet_ng lol, they called me and sent me a text.",Twitter for Android
sprectranet,2020-04-13 23:20:20+00:00,"omo i've been wallowing in ignorance,appaz my spectranet sub had elapsed 100gb and i didn't even realize and i've been ranting about bad service meanwhile they have another package for 19k that is 500gb and i've been doing 100gb for 18k e be things o",Twitter for iPhone
sprectranet,2019-11-18 11:19:43,thanks to spectranet_ng & airtelnigeria for gifting me with data and voice bonuses respectively. happy birthday to me.,Twitter for Android
sprectranet,2020-05-10 19:28:53+00:00,spectranet or swift??? please suggest! mtn is robbing me blind !,Twitter for iPhone
sprectranet,2020-03-26 08:00:04+00:00,waiting for spectranet_ng double data offer via text for the past 3 days so i can subscribe 😪,Twitter for iPhone
sprectranet,2020-01-12 22:16:06+00:00,"babymariam01 spectranet_ng network wey no dey work for akoka, how e wan take work for somolu 😂",Twitter for Android
sprectranet,2019-09-17 19:41:27,"pearls_collections has now expanded into the telecom business world. she partners with major telecommunication companies like mtn, glo, spectranet, etc. and other cable network companies like dstv, gotv and...",Instagram
sprectranet,2019-05-29 21:47:20,spectranet is effing up cuz of rain,Twitter for Android
sprectranet,2020-01-04 16:20:15+00:00,aniruoje buy spectranet_ng,Twitter for Android
sprectranet,2019-03-15 05:32:04,swift or spectranet???,Twitter for iPhone
sprectranet,2019-01-18 08:53:02,"after making me use my last 10k to renew my account on their network, there's still no spectranet_ng service in my area. best to just flush the router down the toilet 😣😣😣😣😣",Twitter for iPhone
tizeti,2020-06-30 20:30:28+00:00,tizeti is useless. 😒,Twitter for iPhone
tizeti,2020-05-28 07:01:07+00:00,ulomskie tekaluku wifisupport1 tizeti chukwurah_chuma tunjilardner they obviously have major challenges. the terrible thing is they do not communicate these. and are not proactive in managing down time.,Twitter for Android
sprectranet,2019-05-28 05:51:01,ms_juwwie stoicastic think it's the proximity. i use same n downloaded an entire vikings season5 just this night. but spectranet has been shitty lately tho,Twitter for Android
tizeti,2019-12-04 16:55:05+00:00,toluorekoya tizeti wifisupport1 jokes,Twitter for Android
tizeti,2020-03-30 11:23:50+00:00,"tizeti, now is not the time to be unfortunate please. now is not the time for bad internet at all",Twitter for Android
tizeti,2020-06-30 16:00:52+00:00,"in nigeria our problems are as follows; discos (nepa), police, and tizeti. 😤😤😤",Twitter for Android
sprectranet,2019-04-30 19:23:39,spectranet_ng i've been unable to use my ace mifi device. i've restarted one million times. whyyyyyyyy,Twitter for iPhone
sprectranet,2019-11-19 11:33:00,tmarkn swift4glte unfortunately spectranet_ng and lekki are not in good terms. take heart bro.,Twitter for iPhone
sprectranet,2020-01-15 00:19:32+00:00,plis why is your network trashy tonight spectranet_ng,Twitter for Android
sprectranet,2020-03-26 08:32:05+00:00,unclebokun spectranet_ng same o bro 😅😅😅 done now,Twitter for iPhone
tizeti,2020-05-05 00:57:19+00:00,"consumersncc wifisupport1 tizeti last week, i couldn't stream on netflix or download files.this week it has gotten so bad,i cannot see videos on social media even though the speed is suspiciously reading as fast.they claim to resolve it, two days later it goes right back. very reminiscent of nitel tossed lines.",Twitter for Android
sprectranet,2020-02-13 13:20:26+00:00,toolzo spectranet_ng !!!,Twitter for Android
sprectranet,2019-01-19 13:40:54,i'm so mad that i bought this spectranet. very very useless,Twitter for iPhone
sprectranet,2019-10-17 20:20:30,spectranet no dey work for here.,Twitter for iPhone
sprectranet,2020-11-05 17:13:07+00:00,risi_aunty mradewest aunty risi please subscribe my spectranet abeg.. spectranet device. acct!,Twitter for Android
sprectranet,2019-02-06 20:10:53,"people using spectranet, what has your experience been like?",Twitter for iPhone
sprectranet,2020-12-05 20:53:04+00:00,"spectranet_ng i just want to tell you guys that your network is trash. too poor for how much it costs. and please don't tell me to send you a dm. fix up, that's all i ask.",Twitter for Android
sprectranet,2020-12-10 23:07:04+00:00,spectranet_ng how did i go from 26gb last night to 5gb today and i supposedly have free night browsing from 1am to 7am?,Twitter for iPhone
sprectranet,2019-08-05 10:50:41,spectranet_ng no wahala. thank you.,Twitter for iPhone
sprectranet,2020-06-27 21:00:54+00:00,"back to spectranet after ntel almost shamed me. i know it will till end in hot tears, but hot tears is better than crying blood.",Twitter for Android
sprectranet,2020-04-01 21:07:47+00:00,is my spectranet is extra shitty or masterkraft's network horrible?,Twitter for Android
sprectranet,2020-04-04 11:59:42+00:00,saefhenryosas spectranet_ng 🤣🤣 those ones na scam 🤣,Twitter for iPhone
sprectranet,2019-06-13 19:13:37,"spectranet_ng i have been experiencing issue with my device since i bought it once is 10pm the speed of internet will becomes unbearable, i have complaint several times no action has been taken. sim no 621245010489855 and device no 354972063147302, kindly assist to resolve this.",Twitter for Android
tizeti,2019-09-17 10:05:35+00:00,how much longer will i wait for customer care service to attend to me #bbnaijia #bbnaija19 tizeti tizeti,Twitter for iPhone
sprectranet,2020-11-21 18:45:32+00:00,no be me una go give high bp spectranet_ng,Twitter for iPhone
sprectranet,2020-05-15 19:10:05+00:00,spectranet_ng please can you confirm if i have double data deal on my device?,Twitter for iPhone
sprectranet,2020-09-15 21:02:02+00:00,"spectranet_ng hello spectranet, you people called me today to advertise and remind me to top up and subscribe for another monthly data that i will have double of what i did but alas it wasn't what you guys did. you guys uploaded this list but none is found in your app.",Twitter for iPhone
sprectranet,2020-05-10 03:30:31+00:00,"2gb file, spectranet day tell me 4hrs to download for midnight 😂😂😂😂",Twitter for iPhone
sprectranet,2020-05-18 20:38:40+00:00,"*all payments can be done on the app(dstv, gotv, smile, swift, spectranet, phcn etc) * you can also purchase data and airtime of all networks on the app",Twitter for Android
